,REF_DATE,GEO,Before-tax household income quintile,"Household expenditures, summary-level categories",COORDINATE,Expense,Family type,Age of older adult,Family income,Income
12747,2021,Province 8,Highest quintile,Household appliances,C814,1687.0,Couple families,55 to 64 years,"$80,000 and over",4990.0
12749,2021,Province 8,Highest quintile,Transportation,C816,16191.0,Couple families,55 to 64 years,Median total income,117460.0
12751,2021,Province 9,All quintiles,Food purchased from stores,C818,8793.0,Couple families,Total all ages,"Under $10,000",14350.0
12756,2021,Province 9,All quintiles,Owned living quarters,C823,13036.0,Couple families,Total all ages,"$30,000 and over",1953870.0
12757,2021,Province 9,All quintiles,"Water, fuel and electricity for principal accommodation",C824,3527.0,Couple families,Total all ages,"$35,000 and over",1905330.0
12758,2021,Province 9,All quintiles,Other accommodation,C825,1664.0,Couple families,Total all ages,"$40,000 and over",1840450.0
12759,2021,Province 9,All quintiles,Household operations,C826,6357.0,Couple families,Total all ages,"$45,000 and over",1781990.0
12763,2021,Province 9,All quintiles,Household equipment,C830,1857.0,Couple families,Total all ages,"$75,000 and over",1406180.0
12765,2021,Province 9,All quintiles,Clothing and accessories,C832,2343.0,Couple families,Total all ages,"$90,000 and over",1202500.0
12768,2021,Province 9,Lowest quintile,Food purchased from stores,C835,4638.0,Couple families,0 to 24 years,"Under $10,000",1110.0
12769,2021,Province 9,Lowest quintile,Food purchased from restaurants,C836,1641.0,Couple families,0 to 24 years,"$10,000 and over",25080.0
12771,2021,Province 9,Lowest quintile,Principal accommodation,C838,12525.0,Couple families,0 to 24 years,"$20,000 and over",23130.0
12773,2021,Province 9,Lowest quintile,Owned living quarters,C840,5477.0,Couple families,0 to 24 years,"$30,000 and over",20450.0
12774,2021,Province 9,Lowest quintile,"Water, fuel and electricity for principal accommodation",C841,2247.0,Couple families,0 to 24 years,"$35,000 and over",18970.0
12776,2021,Province 9,Lowest quintile,Household operations,C843,3600.0,Couple families,0 to 24 years,"$45,000 and over",16070.0
12777,2021,Province 9,Lowest quintile,Communications,C844,2117.0,Couple families,0 to 24 years,"$50,000 and over",14510.0
12779,2021,Province 9,Lowest quintile,Household furnishings,C846,593.0,Couple families,0 to 24 years,"$70,000 and over",8680.0
12781,2021,Province 9,Lowest quintile,Household appliances,C848,335.0,Couple families,0 to 24 years,"$80,000 and over",6260.0
12785,2021,Province 9,Second quintile,Food purchased from stores,C852,7584.0,Couple families,25 to 34 years,"Under $10,000",3440.0
12786,2021,Province 9,Second quintile,Food purchased from restaurants,C853,1610.0,Couple families,25 to 34 years,"$10,000 and over",249700.0
12788,2021,Province 9,Second quintile,Principal accommodation,C855,14939.0,Couple families,25 to 34 years,"$20,000 and over",244780.0
12789,2021,Province 9,Second quintile,Rented living quarters,C856,4212.0,Couple families,25 to 34 years,"$25,000 and over",241310.0
12791,2021,Province 9,Second quintile,"Water, fuel and electricity for principal accommodation",C858,3090.0,Couple families,25 to 34 years,"$35,000 and over",233390.0
12792,2021,Province 9,Second quintile,Other accommodation,C859,1147.0,Couple families,25 to 34 years,"$40,000 and over",229380.0
12794,2021,Province 9,Second quintile,Communications,C861,2850.0,Couple families,25 to 34 years,"$50,000 and over",219800.0
12795,2021,Province 9,Second quintile,Household furnishings and equipment,C862,2623.0,Couple families,25 to 34 years,"$60,000 and over",207090.0
12796,2021,Province 9,Second quintile,Household furnishings,C863,1000.0,Couple families,25 to 34 years,"$70,000 and over",191540.0
12799,2021,Province 9,Second quintile,Clothing and accessories,C866,1590.0,Couple families,25 to 34 years,"$90,000 and over",152250.0
12801,2021,Province 9,Third quintile,Total expenditure,C868,85740.0,Couple families,35 to 44 years,All income groups,387200.0
12803,2021,Province 9,Third quintile,Food purchased from restaurants,C870,2220.0,Couple families,35 to 44 years,"$10,000 and over",383910.0
12804,2021,Province 9,Third quintile,Shelter,C871,20021.0,Couple families,35 to 44 years,"$15,000 and over",382010.0
12807,2021,Province 9,Third quintile,Owned living quarters,C874,12237.0,Couple families,35 to 44 years,"$30,000 and over",372680.0
12809,2021,Province 9,Third quintile,Other accommodation,C876,915.0,Couple families,35 to 44 years,"$40,000 and over",365230.0
12810,2021,Province 9,Third quintile,Household operations,C877,5952.0,Couple families,35 to 44 years,"$45,000 and over",360870.0
12814,2021,Province 9,Third quintile,Household equipment,C881,1669.0,Couple families,35 to 44 years,"$75,000 and over",317790.0
12815,2021,Province 9,Third quintile,Household appliances,C882,753.0,Couple families,35 to 44 years,"$80,000 and over",307810.0
12821,2021,Province 9,Fourth quintile,Shelter,C888,26003.0,Couple families,45 to 54 years,"$15,000 and over",357180.0
12822,2021,Province 9,Fourth quintile,Principal accommodation,C889,23814.0,Couple families,45 to 54 years,"$20,000 and over",355740.0
12823,2021,Province 9,Fourth quintile,Rented living quarters,C890,2701.0,Couple families,45 to 54 years,"$25,000 and over",353530.0
12828,2021,Province 9,Fourth quintile,Communications,C895,4024.0,Couple families,45 to 54 years,"$50,000 and over",338040.0
12829,2021,Province 9,Fourth quintile,Household furnishings and equipment,C896,4255.0,Couple families,45 to 54 years,"$60,000 and over",327950.0
12830,2021,Province 9,Fourth quintile,Household furnishings,C897,1714.0,Couple families,45 to 54 years,"$70,000 and over",315090.0
12831,2021,Province 9,Fourth quintile,Household equipment,C898,2200.0,Couple families,45 to 54 years,"$75,000 and over",307640.0
12833,2021,Province 9,Fourth quintile,Clothing and accessories,C900,3125.0,Couple families,45 to 54 years,"$90,000 and over",281990.0
12834,2021,Province 9,Fourth quintile,Transportation,C901,12762.0,Couple families,45 to 54 years,Median total income,139410.0
12836,2021,Province 9,Highest quintile,Food purchased from stores,C903,13355.0,Couple families,55 to 64 years,"Under $10,000",2250.0
12838,2021,Province 9,Highest quintile,Shelter,C905,32059.0,Couple families,55 to 64 years,"$15,000 and over",402570.0
12841,2021,Province 9,Highest quintile,Owned living quarters,C908,22819.0,Couple families,55 to 64 years,"$30,000 and over",393800.0
12843,2021,Province 9,Highest quintile,Other accommodation,C910,3591.0,Couple families,55 to 64 years,"$40,000 and over",384780.0
12846,2021,Province 9,Highest quintile,Household furnishings and equipment,C913,6411.0,Couple families,55 to 64 years,"$60,000 and over",353180.0
12849,2021,Province 9,Highest quintile,Household appliances,C916,1428.0,Couple families,55 to 64 years,"$80,000 and over",306510.0
12850,2021,Province 9,Highest quintile,Clothing and accessories,C917,3699.0,Couple families,55 to 64 years,"$90,000 and over",279390.0
12852,2021,Province 10,All quintiles,Total expenditure,C919,87804.0,Couple families,Total all ages,All income groups,40980.0
12854,2021,Province 10,All quintiles,Food purchased from restaurants,C921,2014.0,Couple families,Total all ages,"$10,000 and over",40870.0
12855,2021,Province 10,All quintiles,Shelter,C922,17821.0,Couple families,Total all ages,"$15,000 and over",40770.0
12856,2021,Province 10,All quintiles,Principal accommodation,C923,16650.0,Couple families,Total all ages,"$20,000 and over",40660.0
12859,2021,Province 10,All quintiles,"Water, fuel and electricity for principal accommodation",C926,2743.0,Couple families,Total all ages,"$35,000 and over",39420.0
12860,2021,Province 10,All quintiles,Other accommodation,C927,1170.0,Couple families,Total all ages,"$40,000 and over",38100.0
12861,2021,Province 10,All quintiles,Household operations,C928,5981.0,Couple families,Total all ages,"$45,000 and over",37070.0
